source,destination,distance,source_crime_count,destination_crime_count,dest_percentile
yamuna vihar,kashmiri gate,5.215041903186682,1,4,34
khanpur,kirti nagar,17.953061532923254,1,1,84
kirti nagar,khanpur,17.953061532923254,1,1,84
khanpur,lajpat nagar,5.996947072719853,1,1,84
lajpat nagar,khanpur,5.996947072719853,1,1,84
khanpur,mangolpuri,23.533640591545574,1,1,84
mangolpuri,khanpur,23.533640591545574,1,1,84
khanpur,mehrauli,5.3775576810882235,1,5,17
mehrauli,khanpur,5.3775576810882235,5,1,84
khanpur,mundka,27.131320395798358,1,1,84
mundka,khanpur,27.131320395798358,1,1,84
khanpur,najafgarh,26.80600669465473,1,2,67
najafgarh,khanpur,26.80600669465473,2,1,84
khanpur,nangloi,24.50535275118003,1,1,84
nangloi,khanpur,24.50535275118003,1,1,84
khanpur,naraina,15.212355748053728,1,1,84
naraina,khanpur,15.212355748053728,1,1,84
khanpur,narela,39.15309357598485,1,5,17
narela,khanpur,39.15309357598485,5,1,84
khanpur,okhla,7.913373401054237,1,4,34
okhla,khanpur,7.913373401054237,4,1,84
khanpur,palam,17.05195333320142,1,1,84
palam,khanpur,17.05195333320142,1,1,84
khanpur,patel nagar,17.92969927039924,1,0,100
patel nagar,khanpur,17.92969927039924,0,1,84
khanpur,pitampura,23.038284965971684,1,2,67
pitampura,khanpur,23.038284965971684,2,1,84
khanpur,prem nagar,26.341361411150928,1,1,84
prem nagar,khanpur,26.341361411150928,1,1,84
khanpur,rajouri garden,18.32842382661536,1,1,84
rajouri garden,khanpur,18.32842382661536,1,1,84
khanpur,rohini,25.26469914471486,1,4,34
rohini,khanpur,25.26469914471486,4,1,84
khanpur,saket,2.2348558182627283,1,1,84
saket,khanpur,2.2348558182627283,1,1,84
khanpur,sangam vihar,1.8045563739862025,1,2,67
sangam vihar,khanpur,1.8045563739862025,2,1,84
khanpur,sarai kale khan,8.532997444783419,1,1,84
sarai kale khan,khanpur,8.532997444783419,1,1,84
khanpur,shalimar bagh,24.10798764249165,1,2,67
shalimar bagh,khanpur,24.10798764249165,2,1,84
khanpur,tilak nagar,19.531706896262683,1,1,84
tilak nagar,khanpur,19.531706896262683,1,1,84
khanpur,tis hazari,17.233433714242715,1,2,67
tis hazari,khanpur,17.233433714242715,2,1,84
khanpur,trilokpuri,12.616790105189715,1,2,67
trilokpuri,khanpur,12.616790105189715,2,1,84
khanpur,tughlakabad,3.3843158715605406,1,1,84
tughlakabad,khanpur,3.3843158715605406,1,1,84
khanpur,vasant kunj,7.86197060939795,1,2,67
vasant kunj,khanpur,7.86197060939795,2,1,84
khanpur,vijay nagar,20.10176737738611,1,1,84
vijay nagar,khanpur,20.10176737738611,1,1,84
khanpur,wazirabad,16.646563732866944,1,2,67
wazirabad,khanpur,16.646563732866944,2,1,84
khanpur,yamuna vihar,21.22648316125317,1,1,84
yamuna vihar,khanpur,21.22648316125317,1,1,84
kirti nagar,lajpat nagar,14.076084105930386,1,1,84
lajpat nagar,kirti nagar,14.076084105930386,1,1,84
kirti nagar,mangolpuri,5.851969773388853,1,1,84
mangolpuri,kirti nagar,5.851969773388853,1,1,84
kirti nagar,mehrauli,15.046437150561113,1,5,17
mehrauli,kirti nagar,15.046437150561113,5,1,84
kirti nagar,mundka,11.274219439357015,1,1,84
mundka,kirti nagar,11.274219439357015,1,1,84
kirti nagar,najafgarh,16.208795162662913,1,2,67
najafgarh,kirti nagar,16.208795162662913,2,1,84
kirti nagar,nangloi,7.807509369672984,1,1,84
nangloi,kirti nagar,7.807509369672984,1,1,84
kirti nagar,naraina,3.4855779880283886,1,1,84
naraina,kirti nagar,3.4855779880283886,1,1,84
kirti nagar,narela,21.608018952108527,1,5,17
narela,kirti nagar,21.608018952108527,5,1,84
kirti nagar,okhla,17.493416963161202,1,4,34
okhla,kirti nagar,17.493416963161202,4,1,84
kirti nagar,palam,8.927475834246042,1,1,84
palam,kirti nagar,8.927475834246042,1,1,84
kirti nagar,patel nagar,1.6498533697910898,1,0,100
patel nagar,kirti nagar,1.6498533697910898,0,1,84
kirti nagar,pitampura,5.265245555598509,1,2,67
pitampura,kirti nagar,5.265245555598509,2,1,84
kirti nagar,prem nagar,17.011475752287947,1,1,84
prem nagar,kirti nagar,17.011475752287947,1,1,84
kirti nagar,rajouri garden,2.7976714357392813,1,1,84
rajouri garden,kirti nagar,2.7976714357392813,1,1,84
kirti nagar,rohini,7.4005099799285565,1,4,34
rohini,kirti nagar,7.4005099799285565,4,1,84
kirti nagar,saket,15.959165714541793,1,1,84
saket,kirti nagar,15.959165714541793,1,1,84
kirti nagar,sangam vihar,19.74177192192494,1,2,67
sangam vihar,kirti nagar,19.74177192192494,2,1,84
kirti nagar,sarai kale khan,13.406810547776566,1,1,84
sarai kale khan,kirti nagar,13.406810547776566,1,1,84
kirti nagar,shalimar bagh,7.190531817546012,1,2,67
shalimar bagh,kirti nagar,7.190531817546012,2,1,84
kirti nagar,tilak nagar,4.89842431565323,1,1,84
tilak nagar,kirti nagar,4.89842431565323,1,1,84
kirti nagar,tis hazari,7.4652975764371075,1,2,67
tis hazari,kirti nagar,7.4652975764371075,2,1,84
kirti nagar,trilokpuri,16.941104394370402,1,2,67
trilokpuri,kirti nagar,16.941104394370402,2,1,84
kirti nagar,tughlakabad,19.853907404306426,1,1,84
tughlakabad,kirti nagar,19.853907404306426,1,1,84
kirti nagar,vasant kunj,13.844360230191652,1,2,67
vasant kunj,kirti nagar,13.844360230191652,2,1,84
kirti nagar,vijay nagar,7.230889144074212,1,1,84
vijay nagar,kirti nagar,7.230889144074212,1,1,84
kirti nagar,wazirabad,24.973134768155816,1,2,67
wazirabad,kirti nagar,24.973134768155816,2,1,84
kirti nagar,yamuna vihar,13.810964427727866,1,1,84
yamuna vihar,kirti nagar,13.810964427727866,1,1,84
lajpat nagar,mangolpuri,19.919932610631488,1,1,84
mangolpuri,lajpat nagar,19.919932610631488,1,1,84
lajpat nagar,mehrauli,8.17090051256046,1,5,17
mehrauli,lajpat nagar,8.17090051256046,5,1,84
lajpat nagar,mundka,24.587272416360012,1,1,84
mundka,lajpat nagar,24.587272416360012,1,1,84
lajpat nagar,najafgarh,26.22425136984756,1,2,67
najafgarh,lajpat nagar,26.22425136984756,2,1,84
lajpat nagar,nangloi,21.49265983864795,1,1,84
nangloi,lajpat nagar,21.49265983864795,1,1,84
lajpat nagar,naraina,12.194236110248115,1,1,84
naraina,lajpat nagar,12.194236110248115,1,1,84
lajpat nagar,narela,34.27381460806822,1,5,17
narela,lajpat nagar,34.27381460806822,5,1,84
lajpat nagar,okhla,4.245856389260456,1,4,34
okhla,lajpat nagar,4.245856389260456,4,1,84
lajpat nagar,palam,16.166644176689058,1,1,84
palam,lajpat nagar,16.166644176689058,1,1,84
lajpat nagar,patel nagar,13.600648500384205,1,0,100
patel nagar,lajpat nagar,13.600648500384205,0,1,84
lajpat nagar,pitampura,18.689515901117602,1,2,67
pitampura,lajpat nagar,18.689515901117602,2,1,84
lajpat nagar,prem nagar,26.161776327930927,1,1,84
prem nagar,lajpat nagar,26.161776327930927,1,1,84
lajpat nagar,rajouri garden,15.254853619360073,1,1,84
rajouri garden,lajpat nagar,15.254853619360073,1,1,84
lajpat nagar,rohini,20.937099264682267,1,4,34
rohini,lajpat nagar,20.937099264682267,4,1,84
lajpat nagar,saket,5.5269410522657925,1,1,84
saket,lajpat nagar,5.5269410522657925,1,1,84
lajpat nagar,sangam vihar,7.560888754755232,1,2,67
sangam vihar,lajpat nagar,7.560888754755232,2,1,84
lajpat nagar,sarai kale khan,2.570948441534808,1,1,84
sarai kale khan,lajpat nagar,2.570948441534808,1,1,84
lajpat nagar,shalimar bagh,19.265182789090133,1,2,67
shalimar bagh,lajpat nagar,19.265182789090133,2,1,84
lajpat nagar,tilak nagar,16.942658153806768,1,1,84
tilak nagar,lajpat nagar,16.942658153806768,1,1,84
lajpat nagar,tis hazari,11.657405916222489,1,2,67
tis hazari,lajpat nagar,11.657405916222489,2,1,84
lajpat nagar,trilokpuri,7.447534555766608,1,2,67
trilokpuri,lajpat nagar,7.447534555766608,2,1,84
lajpat nagar,tughlakabad,6.235378555039055,1,1,84
tughlakabad,lajpat nagar,6.235378555039055,1,1,84
lajpat nagar,vasant kunj,9.802035296619401,1,2,67
vasant kunj,lajpat nagar,9.802035296619401,2,1,84
lajpat nagar,vijay nagar,14.66213073357784,1,1,84
vijay nagar,lajpat nagar,14.66213073357784,1,1,84
lajpat nagar,wazirabad,21.27100048634188,1,2,67
wazirabad,lajpat nagar,21.27100048634188,2,1,84
lajpat nagar,yamuna vihar,15.233442083860655,1,1,84
yamuna vihar,lajpat nagar,15.233442083860655,1,1,84
mangolpuri,mehrauli,20.079337165824352,1,5,17
mehrauli,mangolpuri,20.079337165824352,5,1,84
mangolpuri,mundka,6.445376973125438,1,1,84
mundka,mangolpuri,6.445376973125438,1,1,84
mangolpuri,najafgarh,13.875633411011266,1,2,67
najafgarh,mangolpuri,13.875633411011266,2,1,84
mangolpuri,nangloi,2.972311612858253,1,1,84
nangloi,mangolpuri,2.972311612858253,1,1,84
mangolpuri,naraina,8.364118357494048,1,1,84
naraina,mangolpuri,8.364118357494048,1,1,84
mangolpuri,narela,17.272413112588698,1,5,17
narela,mangolpuri,17.272413112588698,5,1,84
mangolpuri,okhla,23.324311603344235,1,4,34
okhla,mangolpuri,23.324311603344235,4,1,84
mangolpuri,palam,10.68875779286533,1,1,84
palam,mangolpuri,10.68875779286533,1,1,84
mangolpuri,patel nagar,6.6853241730311455,1,0,100
patel nagar,mangolpuri,6.6853241730311455,0,1,84
mangolpuri,pitampura,3.590008087805386,1,2,67
pitampura,mangolpuri,3.590008087805386,2,1,84
mangolpuri,prem nagar,15.184277753758295,1,1,84
prem nagar,mangolpuri,15.184277753758295,1,1,84
mangolpuri,rajouri garden,5.389339470740538,1,1,84
rajouri garden,mangolpuri,5.389339470740538,1,1,84
mangolpuri,rohini,3.812440826522223,1,4,34
rohini,mangolpuri,3.812440826522223,4,1,84
mangolpuri,saket,21.451336727657246,1,1,84
saket,mangolpuri,21.451336727657246,1,1,84
mangolpuri,sangam vihar,25.29597973263006,1,2,67
sangam vihar,mangolpuri,25.29597973263006,2,1,84
mangolpuri,sarai kale khan,19.230308055722183,1,1,84
sarai kale khan,mangolpuri,19.230308055722183,1,1,84
mangolpuri,shalimar bagh,6.311654303256862,1,2,67
shalimar bagh,mangolpuri,6.311654303256862,2,1,84
mangolpuri,tilak nagar,5.304092764339436,1,1,84
tilak nagar,mangolpuri,5.304092764339436,1,1,84
mangolpuri,tis hazari,11.977282082989106,1,2,67
tis hazari,mangolpuri,11.977282082989106,2,1,84
mangolpuri,trilokpuri,22.470371755665017,1,2,67
trilokpuri,mangolpuri,22.470371755665017,2,1,84
mangolpuri,tughlakabad,25.61285539950145,1,1,84
tughlakabad,mangolpuri,25.61285539950145,1,1,84
mangolpuri,vasant kunj,18.469196816716877,1,2,67
vasant kunj,mangolpuri,18.469196816716877,2,1,84
mangolpuri,vijay nagar,10.317878366146166,1,1,84
vijay nagar,mangolpuri,10.317878366146166,1,1,84
mangolpuri,wazirabad,28.205818712723346,1,2,67
wazirabad,mangolpuri,28.205818712723346,2,1,84
mangolpuri,yamuna vihar,17.300955200821686,1,1,84
yamuna vihar,mangolpuri,17.300955200821686,1,1,84
mehrauli,mundka,22.789527170676674,5,1,84
mundka,mehrauli,22.789527170676674,1,5,17
mehrauli,najafgarh,21.618069218290334,5,2,67
najafgarh,mehrauli,21.618069218290334,2,5,17
mehrauli,nangloi,20.54350553913337,5,1,84
nangloi,mehrauli,20.54350553913337,1,5,17
mehrauli,naraina,11.799289311104125,5,1,84
naraina,mehrauli,11.799289311104125,1,5,17
mehrauli,narela,36.653755388300674,5,5,17
narela,mehrauli,36.653755388300674,5,5,17
mehrauli,okhla,11.774228381122661,5,4,34
okhla,mehrauli,11.774228381122661,4,5,17
mehrauli,palam,12.153068131772912,5,1,84
palam,mehrauli,12.153068131772912,1,5,17
mehrauli,patel nagar,15.484155537465416,5,0,100
patel nagar,mehrauli,15.484155537465416,0,5,17
mehrauli,pitampura,20.31076001330525,5,2,67
pitampura,mehrauli,20.31076001330525,2,5,17
mehrauli,prem nagar,21.06484116300668,5,1,84
prem nagar,mehrauli,21.06484116300668,1,5,17
mehrauli,rajouri garden,14.696107587707296,5,1,84
rajouri garden,mehrauli,14.696107587707296,1,5,17
mehrauli,rohini,22.426011121566177,5,4,34
rohini,mehrauli,22.426011121566177,4,5,17
mehrauli,saket,3.4706586419136567,5,1,84
saket,mehrauli,3.4706586419136567,1,5,17
mehrauli,sangam vihar,6.522893109340331,5,2,67
sangam vihar,mehrauli,6.522893109340331,2,5,17
mehrauli,sarai kale khan,10.479263036438429,5,1,84
sarai kale khan,mehrauli,10.479263036438429,1,5,17
mehrauli,shalimar bagh,21.917171365156644,5,2,67
shalimar bagh,mehrauli,21.917171365156644,2,5,17
mehrauli,tilak nagar,15.47184566981182,5,1,84
tilak nagar,mehrauli,15.47184566981182,1,5,17
mehrauli,tis hazari,16.587824651784345,5,2,67
tis hazari,mehrauli,16.587824651784345,2,5,17
mehrauli,trilokpuri,15.618304036068265,5,2,67
trilokpuri,mehrauli,15.618304036068265,2,5,17
mehrauli,tughlakabad,8.727229804559549,5,1,84
tughlakabad,mehrauli,8.727229804559549,1,5,17
mehrauli,vasant kunj,2.503255029411809,5,2,67
vasant kunj,mehrauli,2.503255029411809,2,5,17
mehrauli,vijay nagar,19.010531219835702,5,1,84
vijay nagar,mehrauli,19.010531219835702,1,5,17
mehrauli,wazirabad,13.200258987564187,5,2,67
wazirabad,mehrauli,13.200258987564187,2,5,17
mehrauli,yamuna vihar,21.88982351536215,5,1,84
yamuna vihar,mehrauli,21.88982351536215,1,5,17
mundka,najafgarh,8.904850417394771,1,2,67
najafgarh,mundka,8.904850417394771,2,1,84
mundka,nangloi,3.5905049298156837,1,1,84
nangloi,mundka,3.5905049298156837,1,1,84
mundka,naraina,12.39331622889009,1,1,84
naraina,mundka,12.39331622889009,1,1,84
mundka,narela,19.0049079358772,1,5,17
narela,mundka,19.0049079358772,5,1,84
mundka,okhla,28.38557341263907,1,4,34
okhla,mundka,28.38557341263907,4,1,84
mundka,palam,11.090230541476727,1,1,84
palam,mundka,11.090230541476727,1,1,84
mundka,patel nagar,12.555110782422162,1,0,100
patel nagar,mundka,12.555110782422162,0,1,84
mundka,pitampura,9.952762204025417,1,2,67
pitampura,mundka,9.952762204025417,2,1,84
mundka,prem nagar,10.564252008515766,1,1,84
prem nagar,mundka,10.564252008515766,1,1,84
mundka,rajouri garden,9.375272314048004,1,1,84
rajouri garden,mundka,9.375272314048004,1,1,84
mundka,rohini,9.342679841388744,1,4,34
rohini,mundka,9.342679841388744,4,1,84
mundka,saket,24.920945353800626,1,1,84
saket,mundka,24.920945353800626,1,1,84
mundka,sangam vihar,28.77652627680956,1,2,67
sangam vihar,mundka,28.77652627680956,2,1,84
mundka,sarai kale khan,24.379561070831546,1,1,84
sarai kale khan,mundka,24.379561070831546,1,1,84
mundka,shalimar bagh,12.449034729892428,1,2,67
shalimar bagh,mundka,12.449034729892428,2,1,84
mundka,tilak nagar,7.684520767105348,1,1,84
tilak nagar,mundka,7.684520767105348,1,1,84
mundka,tis hazari,18.225420588569094,1,2,67
tis hazari,mundka,18.225420588569094,2,1,84
mundka,trilokpuri,28.20812598014789,1,2,67
trilokpuri,mundka,28.20812598014789,2,1,84
mundka,tughlakabad,29.69155054026405,1,1,84
tughlakabad,mundka,29.69155054026405,1,1,84
mundka,vasant kunj,20.695579154060315,1,2,67
vasant kunj,mundka,20.695579154060315,2,1,84
mundka,vijay nagar,16.752585812497433,1,1,84
vijay nagar,mundka,16.752585812497433,1,1,84
mundka,wazirabad,27.990077364897257,1,2,67
wazirabad,mundka,27.990077364897257,2,1,84
mundka,yamuna vihar,23.7434986616537,1,1,84
yamuna vihar,mundka,23.7434986616537,1,1,84
najafgarh,nangloi,11.089629402973726,2,1,84
nangloi,najafgarh,11.089629402973726,1,2,67
najafgarh,naraina,15.290594767104752,2,1,84
naraina,najafgarh,15.290594767104752,1,2,67
najafgarh,narela,27.743473095516077,2,5,17
narela,najafgarh,27.743473095516077,5,2,67
najafgarh,okhla,30.42680283903952,2,4,34
okhla,najafgarh,30.42680283903952,4,2,67
najafgarh,palam,10.06410016620414,2,1,84
palam,najafgarh,10.06410016620414,1,2,67
najafgarh,patel nagar,17.836705218898512,2,0,100
patel nagar,najafgarh,17.836705218898512,0,2,67
najafgarh,pitampura,17.37169772583469,2,2,67
pitampura,najafgarh,17.37169772583469,2,2,67
najafgarh,prem nagar,1.7925757996131269,2,1,84
prem nagar,najafgarh,1.7925757996131269,1,2,67
najafgarh,rajouri garden,13.461967591247944,2,1,84
rajouri garden,najafgarh,13.461967591247944,1,2,67
najafgarh,rohini,17.497664840121065,2,4,34
rohini,najafgarh,17.497664840121065,4,2,67
najafgarh,saket,24.614782853287373,2,1,84
saket,najafgarh,24.614782853287373,1,2,67
najafgarh,sangam vihar,28.131539875158378,2,2,67
sangam vihar,najafgarh,28.131539875158378,2,2,67
najafgarh,sarai kale khan,26.88619625371356,2,1,84
sarai kale khan,najafgarh,26.88619625371356,1,2,67
najafgarh,shalimar bagh,20.1717713021044,2,2,67
shalimar bagh,najafgarh,20.1717713021044,2,2,67
najafgarh,tilak nagar,11.313551824285364,2,1,84
tilak nagar,najafgarh,11.313551824285364,1,2,67
najafgarh,tis hazari,23.659452160195602,2,2,67
tis hazari,najafgarh,23.659452160195602,2,2,67
najafgarh,trilokpuri,31.662344638472447,2,2,67
trilokpuri,najafgarh,31.662344638472447,2,2,67
najafgarh,tughlakabad,29.926487386490567,2,1,84
tughlakabad,najafgarh,29.926487386490567,1,2,67
najafgarh,vasant kunj,19.146052328952948,2,2,67
vasant kunj,najafgarh,19.146052328952948,2,2,67
najafgarh,vijay nagar,23.142674032326056,2,1,84
vijay nagar,najafgarh,23.142674032326056,1,2,67
najafgarh,wazirabad,22.36316349274136,2,2,67
wazirabad,najafgarh,22.36316349274136,2,2,67
najafgarh,yamuna vihar,29.978554989220363,2,1,84
yamuna vihar,najafgarh,29.978554989220363,1,2,67
nangloi,naraina,9.397363508947873,1,1,84
naraina,nangloi,9.397363508947873,1,1,84
nangloi,narela,18.38305703355458,1,5,17
narela,nangloi,18.38305703355458,5,1,84
nangloi,okhla,25.15258285168109,1,4,34
okhla,nangloi,25.15258285168109,4,1,84
nangloi,palam,9.773119861017662,1,1,84
palam,nangloi,9.773119861017662,1,1,84
nangloi,patel nagar,9.00736575114804,1,0,100
patel nagar,nangloi,9.00736575114804,0,1,84
nangloi,pitampura,6.559442499935964,1,2,67
pitampura,nangloi,6.559442499935964,2,1,84
nangloi,prem nagar,12.501626016473342,1,1,84
prem nagar,nangloi,12.501626016473342,1,1,84
nangloi,rajouri garden,6.266338343117046,1,1,84
rajouri garden,nangloi,6.266338343117046,1,1,84
nangloi,rohini,6.408808627213363,1,4,34
rohini,nangloi,6.408808627213363,4,1,84
nangloi,saket,22.33909859419764,1,1,84
saket,nangloi,22.33909859419764,1,1,84
nangloi,sangam vihar,26.21246288495377,1,2,67
sangam vihar,nangloi,26.21246288495377,2,1,84
nangloi,sarai kale khan,21.101011399200907,1,1,84
sarai kale khan,nangloi,21.101011399200907,1,1,84
nangloi,shalimar bagh,9.229701110177286,1,2,67
shalimar bagh,nangloi,9.229701110177286,2,1,84
nangloi,tilak nagar,5.072305896498868,1,1,84
tilak nagar,nangloi,5.072305896498868,1,1,84
nangloi,tis hazari,14.636653576638484,1,2,67
tis hazari,nangloi,14.636653576638484,2,1,84
nangloi,trilokpuri,24.74095153873888,1,2,67
trilokpuri,nangloi,24.74095153873888,2,1,84
nangloi,tughlakabad,26.86480484107428,1,1,84
tughlakabad,nangloi,26.86480484107428,1,1,84
nangloi,vasant kunj,18.66124897884047,1,2,67
vasant kunj,nangloi,18.66124897884047,2,1,84
nangloi,vijay nagar,13.1988501356282,1,1,84
vijay nagar,nangloi,13.1988501356282,1,1,84
nangloi,wazirabad,27.31059797639994,1,2,67
wazirabad,nangloi,27.31059797639994,2,1,84
nangloi,yamuna vihar,20.198481321049808,1,1,84
yamuna vihar,nangloi,20.198481321049808,1,1,84
naraina,narela,24.94568957051445,1,5,17
narela,naraina,24.94568957051445,5,1,84
naraina,okhla,16.056583872230615,1,4,34
okhla,naraina,16.056583872230615,4,1,84
naraina,palam,6.398564838990552,1,1,84
palam,naraina,6.398564838990552,1,1,84
naraina,patel nagar,4.562639129584341,1,0,100
patel nagar,naraina,4.562639129584341,0,1,84
naraina,pitampura,8.653111148806174,1,2,67
pitampura,naraina,8.653111148806174,2,1,84
naraina,prem nagar,15.747475632534895,1,1,84
prem nagar,naraina,15.747475632534895,1,1,84
naraina,rajouri garden,3.1387903600217752,1,1,84
rajouri garden,naraina,3.1387903600217752,1,1,84
naraina,rohini,10.67892112772858,1,4,34
rohini,naraina,10.67892112772858,4,1,84
naraina,saket,13.101220311419187,1,1,84
saket,naraina,13.101220311419187,1,1,84
naraina,sangam vihar,16.958576954893626,1,2,67
sangam vihar,naraina,16.958576954893626,2,1,84
naraina,sarai kale khan,12.136132069851243,1,1,84
sarai kale khan,naraina,12.136132069851243,1,1,84
naraina,shalimar bagh,10.674595842815013,1,2,67
shalimar bagh,naraina,10.674595842815013,2,1,84
naraina,tilak nagar,4.772790101837011,1,1,84
tilak nagar,naraina,4.772790101837011,1,1,84
naraina,tis hazari,9.114601036577357,1,2,67
tis hazari,naraina,9.114601036577357,2,1,84
naraina,trilokpuri,16.50080997259464,1,2,67
trilokpuri,naraina,16.50080997259464,2,1,84
naraina,tughlakabad,17.47116282282994,1,1,84
tughlakabad,naraina,17.47116282282994,1,1,84
naraina,vasant kunj,10.42974005753135,1,2,67
vasant kunj,naraina,10.42974005753135,2,1,84
naraina,vijay nagar,9.877782979509696,1,1,84
vijay nagar,naraina,9.877782979509696,1,1,84
naraina,wazirabad,21.519331556819548,1,2,67
wazirabad,naraina,21.519331556819548,2,1,84
naraina,yamuna vihar,15.71965116669462,1,1,84
yamuna vihar,naraina,15.71965116669462,1,1,84
narela,okhla,36.49768041277658,5,4,34
okhla,narela,36.49768041277658,4,5,17
narela,palam,27.892265269311714,5,1,84
palam,narela,27.892265269311714,1,5,17
narela,patel nagar,21.29487667091428,5,0,100
patel nagar,narela,21.29487667091428,0,5,17
narela,pitampura,16.343066856236288,5,2,67
pitampura,narela,16.343066856236288,2,5,17
narela,prem nagar,29.477400236704398,5,1,84
prem nagar,narela,29.477400236704398,1,5,17
narela,rajouri garden,22.41469873083432,5,1,84
rajouri garden,narela,22.41469873083432,1,5,17
narela,rohini,14.268723407180648,5,4,34
rohini,narela,14.268723407180648,4,5,17
narela,saket,37.326609612109024,5,1,84
saket,narela,37.326609612109024,1,5,17
narela,sangam vihar,40.95734883517868,5,2,67
sangam vihar,narela,40.95734883517868,2,5,17
narela,sarai kale khan,32.66831232028672,5,1,84
sarai kale khan,narela,32.66831232028672,1,5,17
narela,shalimar bagh,15.059120939881609,5,2,67
shalimar bagh,narela,15.059120939881609,2,5,17
narela,tilak nagar,22.569159827489838,5,1,84
tilak nagar,narela,22.569159827489838,1,5,17
narela,tis hazari,22.991136771527625,5,2,67
tis hazari,narela,22.991136771527625,2,5,17
narela,trilokpuri,33.66064747494568,5,2,67
trilokpuri,narela,33.66064747494568,2,5,17
narela,tughlakabad,40.477127296809286,5,1,84
tughlakabad,narela,40.477127296809286,1,5,17
narela,vasant kunj,35.37006377822243,5,2,67
vasant kunj,narela,35.37006377822243,2,5,17
narela,vijay nagar,19.91924185927736,5,1,84
vijay nagar,narela,19.91924185927736,1,5,17
narela,wazirabad,45.46358379568205,5,2,67
wazirabad,narela,45.46358379568205,2,5,17
narela,yamuna vihar,23.688849960162848,5,1,84
yamuna vihar,narela,23.688849960162848,1,5,17
okhla,palam,20.381200075866342,4,1,84
palam,okhla,20.381200075866342,1,4,34
okhla,patel nagar,16.75046155421911,4,0,100
patel nagar,okhla,16.75046155421911,0,4,34
okhla,pitampura,21.65290122915666,4,2,67
pitampura,okhla,21.65290122915666,2,4,34
okhla,prem nagar,30.39424177923584,4,1,84
prem nagar,okhla,30.39424177923584,1,4,34
okhla,rajouri garden,19.01038388268348,4,1,84
rajouri garden,okhla,19.01038388268348,1,4,34
okhla,rohini,23.862456088673266,4,4,34
rohini,okhla,23.862456088673266,4,4,34
okhla,saket,8.555161112064171,4,1,84
saket,okhla,8.555161112064171,1,4,34
okhla,sangam vihar,8.805549212251528,4,2,67
sangam vihar,okhla,8.805549212251528,2,4,34
okhla,sarai kale khan,4.098293045568623,4,1,84
sarai kale khan,okhla,4.098293045568623,1,4,34
okhla,shalimar bagh,21.77848225677004,4,2,67
shalimar bagh,okhla,21.77848225677004,2,4,34
okhla,tilak nagar,20.82928687569911,4,1,84
tilak nagar,okhla,20.82928687569911,1,4,34
okhla,tis hazari,13.506692120797135,4,2,67
tis hazari,okhla,13.506692120797135,2,4,34
okhla,trilokpuri,4.974623914877858,4,2,67
trilokpuri,okhla,4.974623914877858,2,4,34
okhla,tughlakabad,6.068300004930937,4,1,84
tughlakabad,okhla,6.068300004930937,1,4,34
okhla,vasant kunj,13.722968942990502,4,2,67
vasant kunj,okhla,13.722968942990502,2,4,34
okhla,vijay nagar,16.581641570050937,4,1,84
vijay nagar,okhla,16.581641570050937,1,4,34
okhla,wazirabad,24.404602439305812,4,2,67
wazirabad,okhla,24.404602439305812,2,4,34
okhla,yamuna vihar,15.284353250659773,4,1,84
yamuna vihar,okhla,15.284353250659773,1,4,34
palam,patel nagar,10.458717817085656,1,0,100
patel nagar,palam,10.458717817085656,0,1,84
palam,pitampura,12.82535404551642,1,2,67
pitampura,palam,12.82535404551642,2,1,84
palam,prem nagar,10.049688372424106,1,1,84
prem nagar,palam,10.049688372424106,1,1,84
palam,rajouri garden,6.46191701837969,1,1,84
rajouri garden,palam,6.46191701837969,1,1,84
palam,rohini,14.221575539784961,1,4,34
rohini,palam,14.221575539784961,4,1,84
palam,saket,14.824048615734991,1,1,84
saket,palam,14.824048615734991,1,1,84
palam,sangam vihar,18.518386218522803,1,2,67
sangam vihar,palam,18.518386218522803,2,1,84
palam,sarai kale khan,16.940832417899053,1,1,84
sarai kale khan,palam,16.940832417899053,1,1,84
palam,shalimar bagh,15.45983633503166,1,2,67
shalimar bagh,palam,15.45983633503166,2,1,84
palam,tilak nagar,5.421953606260575,1,1,84
tilak nagar,palam,5.421953606260575,1,1,84
palam,tis hazari,15.51129256702697,1,2,67
tis hazari,palam,15.51129256702697,2,1,84
palam,trilokpuri,21.905061394249454,1,2,67
trilokpuri,palam,21.905061394249454,2,1,84
palam,tughlakabad,20.034497325829907,1,1,84
tughlakabad,palam,20.034497325829907,1,1,84
palam,vasant kunj,9.850020584604156,1,2,67
vasant kunj,palam,9.850020584604156,2,1,84
palam,vijay nagar,16.042868015185352,1,1,84
vijay nagar,palam,16.042868015185352,1,1,84
palam,wazirabad,17.590027537111062,1,2,67
wazirabad,palam,17.590027537111062,2,1,84
palam,yamuna vihar,22.115232196996875,1,1,84
yamuna vihar,palam,22.115232196996875,1,1,84
patel nagar,pitampura,5.133487678642098,0,2,67
pitampura,patel nagar,5.133487678642098,2,0,100
patel nagar,prem nagar,18.657124276219264,0,1,84
prem nagar,patel nagar,18.657124276219264,1,0,100
patel nagar,rajouri garden,4.4475216955329655,0,1,84
rajouri garden,patel nagar,4.4475216955329655,1,0,100
patel nagar,rohini,7.380114420400231,0,4,34
rohini,patel nagar,7.380114420400231,4,0,100
patel nagar,saket,16.04341231156878,0,1,84
saket,patel nagar,16.04341231156878,1,0,100
